Latitude,Longitude,Depth,Magnitude
32.8,76,5,2.4
36.5,70.3,224,4.1
36.68,71.26,200,4.8
27.2,91.96,15,2.7
37.49,72.5,180,4.6
26.5,93.4,11,2.5
32.65,76.26,2,3.2
32.95,76,3,3.1
32.73,76.2,3,3.6
32.74,76.17,3,2.4
32.38,76.78,3,3
32.73,76.25,3,2.6
32.75,76.08,3,4.2
32.72,76.18,3,3.5
32.73,76.23,3,2.6
32.74,76.22,3,2.9
32.74,76.2,5,2.9
32.73,76.23,3,2.9
31.5,72.1,21,4.5
38.6,71.2,207,4.6
36.3,71,104,4.5
37.7,77.3,33,3.8
36.4,70.4,150,4
25.6,93.4,25,2.8
25.1,91.9,39,2.4
24.5,94.5,30,3.8
34.8,86.1,240,4
28.6,87.3,10,4.2
28.6,87.3,10,3.7
24.7,95.1,126,3
8.2,92.4,10,4.5
28.6,77,6,2
32.9,73.6,22,3.4
27.8,76.5,10,3.3
25.77,94.16,15,2.8
25.7,94.2,20,2.8
36.4,70.7,200,4.2
25.6,97.3,155,3
37.3,72.3,10,3.5
25.5,91,5,2.9
37.2,72.1,154.5,4.3
23.2,94.3,118,4.5
37.1,71.9,230,3.9
18.4,82.3,10,4
30.8,78.9,56,3.2
36.7,72.2,172,4.5
36.1,70.6,304,4.1
37,71.8,10,3.7
36.8,71.4,10,3.4
35.8,70.7,10,3.5
27.2,92.8,5,3.2
28.6,87.3,10,5.6
36.8,70.7,15.8,3.1
38.9,72.5,45,4.4
38,74.2,90,4
8.8,93.9,40,4.2
20,72.9,10,3.3
31.2,79.2,5,3.3
34.8,72.3,39,3.7
34.3,69.6,150,4.2
32.5,85.3,150,4
25.5,90.9,10,3.2
34.4,85.9,10,4.4
36.5,69.8,10,4.3
26.9,75.3,39,3.1
36.8,71.4,10,4.1
32.5,85.5,51,4.5
28.2,84.2,10,4.1
36.9,71.2,160,4.4
29,95.2,30,4
27.7,91.1,10,2.9
36.3,70.8,180,4.2
27.2,92.1,19,2.5
38.9,70.5,10,3.7
35.9,69.3,150,4.4
32.7,85.5,10,5
32.5,85.2,130,4
32.5,78.6,10,4.1
38.2,74.1,166,4.2
30.7,78.6,10,2.6
3.5,97.6,190,4.7
36.9,72.8,250,3.9
37,71.5,10,3.9
36.7,71.3,180,4.2
32.8,85.6,10,4.1
27.8,94.3,10,2.5
20,72.5,10,2.9
25.7,94.5,10,2.7
32.4,85.4,186,4.3
32.8,85.5,33,4.6
32.6,85.3,10,4.8
32.7,85.5,10,5.3
19.9,73,10,2.3
20.9,81.8,30,4
36.7,71.3,39,3.5
29.9,79.9,5,2.4
32.8,85.5,10,4.5
34.4,73.3,15,3.6
36.8,75.6,10,4.2
35.9,70.4,349,4
23.2,96.1,48,4.5
34.8,73.3,18,3.7
40,70.3,10,3.7
36.2,71.3,10,4.2
35.7,77.6,110,3.6
24.7,94.3,14,3.4
34.1,71.5,269,4.1
27.8,66.3,30,4.5
29.5,67.5,10,4.1
27.3,94,8,2.8
25.6,96.9,13,4.3
36.6,70.9,239,4
31.4,94.8,140,4.1
33.3,75.6,5,3.4
36.5,70.8,110,4.1
24.3,96.5,10,4.2
25.9,90.8,0.8,2.4
17.2,93.7,30,4.5
38,74.2,200,4.3
24.2,94.7,160,3.6
36.2,71.6,150,4
32,89.4,10,4.2
37.6,72.2,158,4.2
33.7,80.4,10,4.8
35.02,69.73,38,3.4
36.2,71.3,200,4.1
31.3,77.4,5,3.2
27.9,94.2,5,3.2
26.5,92.1,10,4.2
36.5,71.3,180,4
33,76.2,10,3.2
37,71.3,110,3.7
24.7,91.8,10,2.8
33,76.1,10,2.8
35.7,70.6,50,4.3
32.9,76.1,10,4.1
33,76.1,5,3.1
35.2,71.9,80,4.7
31.4,77.4,5,2.7
36.3,71.4,110,3.2
36.2,70.2,100,4.1
33,76.1,10,3.6
19.5,77,29,2.5
33,76.1,10,2.7
33.4,76.3,10,5.2
25.5,91.1,5,3
32.9,76,5,3.6
37.2,72,125,4.8
31.8,77.3,5,2.2
36.4,77,231,3.9
24.4,90.3,100,3.7
25.5,91.7,14,2.7
24.8,91.7,10,3.8
28.9,76.7,6,2.4
24.4,94.4,73,3.2
25.8,97.2,10,3.8
37.56,71.6,200,4.1
25.5,97.4,39,3.8
36.59,70.45,160,4
37.3,71.9,180,4
26.2,92.6,28,2.8
25.7,94.9,30,3.4
23.9,94.3,26,3.4
37.1,71.8,113,4.8
27.4,91.9,5,3.4
33.2,75.9,9,2.9
39.7,77.5,10,5.1
36,71.2,10,3.7
24.9,91.4,10,2.9
19.8,88,10,4.7
25.5,92.8,15,3.3
34.4,85.7,10,4.8
36.2,72.2,180,4
29.5,81.5,10,3
38.7,71.8,80,4.5
30.3,85.6,33,4
37.41,72.46,100,4.6
31.5,77.5,5,2
36.7,71.5,169,4.2
33.8,75.9,17,3.6
25.6,93.8,8,2.6
34.4,76.1,8,2.2
35.5,74.7,74,4.1
36.1,74.9,10,4
36.2,70.05,180,4
36.26,71.85,150,3.5
34.7,77.6,10,3.6
34.58,77.66,10,3.2
26.3,93.1,30,2.9
24.6,94.7,17,2.7
36.6,71.9,200,3.5
28.6,76.6,9,2.3
39.5,73.3,10,3.2
39.5,73.3,10,4.2
22.94,93.36,3.4,2.8
25.28,94.84,127,2.9
21.7,93.5,30,3.5
26.2,92.9,27,2.5
25,94.6,76,3.6
36.6,72.6,90,3.9
36.32,71.28,200,4.2
39.4,73.5,10,3.5
26.6,92.2,5,2.6
37.1,70.9,230,3.7
30,87,10,4.4
38.6,70.12,40,3.8
36.2,70.4,150,3.5
4.6,83.5,10,4.5
17.8,93.7,10,4.1
24.9,95,120,3
36.6,71.4,213,4.3
36,70.6,127,4.4
37.2,72.2,70,4.2
32.9,73.6,10,3.5
11,92.8,10,3.2
13.3,93.2,19,4.3
22.9,94.6,13,3.5
32.8,76.5,5,2.6
23.1,94.7,20,4.1
20.3,93.7,10,3.8
12.6,93.2,10,4.3
33.2,76.3,10,2.5
36.3,70,150,3.9
26.3,90.8,13,2.9
24.7,94.7,35,2.8
25.56,93.08,20,2.6
26.3,90.7,10,5
29.8,80,20,4.7
23.37,94.15,10,3.2
28.98,76.71,5,2.1
23.65,93.53,10,3.7
11.22,93.62,10,4.9
18.5,73,10,2.5
36.4,71.1,110,3.4
7.3,73.7,10,4.5
26.2,65.9,37,4.4
32.8,70.3,10,3.8
36.3,71.2,107,5.2
22.1,94,203,4.4
32.6,78.9,16,3.6
34.5,70.7,122,4.9
33.4,64.9,86,4.5
32.8,76.4,5,2.5
37.4,72.2,150,4.5
39.6,73.9,30,3.7
23.2,94.3,180,4
39.8,72.1,10,3
38.1,73.3,10,3.7
36.4,71.3,90,4.4
36.3,71,10,3.7
38.32,75.27,198,5
28.8,95.5,49,5.1
31.7,75.8,19,2.4
34.8,65.6,10,4.7
31.06,66.38,190,4.7
24.6,97.8,10,4.4
20.1,72.8,9,3.3
39.8,77,76,4.7
36.9,71.9,40,3.5
12.3,94.3,17,3.5
25.4,94.7,90,2.6
33.2,76.3,10,3.3
20.1,72.8,13,3
28.9,91.8,10,3
30.1,96.1,32,3.8
28.6,91.7,10,4.5
10.8,93.5,10,4.3
24.53,94.95,120,4
36.5,71,130,4.6
0.5,91.83,10,4.8
33.5,75.5,10,3.3
16.47,93.18,103,5.2
7.5,92.2,17,5.1
33.9,69.54,160,4.8
29.4,81.8,15,4.2
36.6,71.6,98,4.6
24.7,92.2,98,3.6
30.7,70,160,4.8
27.1,92.3,10,3.1
35,73.4,67,3.7
35.5,74.8,10,3.6
24.9,91.7,40,4.6
25.9,90.3,7,3.2
33,75.9,5,3.5
16.8,79.9,10,4.7
32.84,76.42,10,2.6
27.7,92.7,10,2.8
39.97,77.47,150,4
25.7,91,10,2.6
25,93.8,30,2.4
31.9,94.9,10,5.4
36.2,69.7,130,4.5
36.6,70.9,195,4.8
22.6,95.4,79,3.8
37.5,72.2,180,5
29.2,86.5,193,4.3
39.2,71.6,10,5.6
37.4,72.4,120,3.8
32.6,99.9,10,3.9
36,72.3,306,4.2
33,98.6,36,4.8
20.5,93.4,25,4.8
36.3,70.1,145,3.6
27.1,94.1,36,2.8
8,94.4,110,4.7
32.8,76.1,5,2.2
32.7,76,5,3
28.2,92,10,3.2
28.5,91.7,10,4
20,72.8,10,2.5
23,94.2,20,3.6
26.2,96.2,160,2.9
36.4,73.9,15,3.8
39.3,78.5,88,3.8
32.8,73.3,10,3.4
32.6,76,5,2.5
36.6,70.6,180,4.3
27.2,92.3,5,2.3
34.7,72.8,10,4
34,61.2,10,4.6
19.8,98.7,10,5.1
39.8,77.4,138,5
38.5,77.4,136,4.8
39.29,77.39,105,5
39.5,77.4,140,5.2
39.7,76.7,140,6
32.4,76,10,3.3
31.6,93.5,10,4.6
26.4,66.5,10,4.6
39.11,71.33,58,3.9
25.1,95.6,33,3.2
36.52,71.06,150,4.7
34.5,71.02,160,4.6
39.69,77.24,10,5.2
36.09,85.46,189,4.8
24.8,94.4,65,3.6
25.5,95,104,3.2
28.4,95.3,10,2.7
39.8,73.2,10,4.3
33,76.1,5,3.2
29.6,76.4,10,2.8
23.7,94.1,87,4.3
9.6,84.2,10,4.2
29.4,81.8,16,3.7
29.36,81.71,100,4.6
29.04,81.81,75,3.5
32.3,76.2,5,3.4
34.8,74.6,10,5.3
27.7,67.4,80,4.7
26.3,90,15,2.7
26.9,92.7,25,2.9
32.8,73.5,123,4
36.7,71.6,155,4.3
38.7,70.5,30,4.1
28.6,92,10,3.5
37,71.6,150,4.6
2.5,96.5,10,6.1
25,92.3,15,3.8
23.9,94.6,34,3.5
31.2,77.1,10,3.6
36.1,71.2,200,4.7
24.1,94.2,10,2.9
35.8,75.2,10,3.3
40,72.2,10,4.5
26.2,89.9,10,3
28.5,92,10,3.9
27.1,92,20,3.2
25.27,65.35,10,4.8
32.7,76.5,5,3.4
32.7,76.5,5,3.7
35.7,74.9,10,3.8
33.9,66.2,90,4.1
34.1,60.3,10,5.2
36.4,74.2,90,4.6
25.5,93.8,30,2.9
32.8,75.5,10,3.1
28.7,87.9,10,3.9
27.6,92.7,10,3.5
29.8,80.5,10,3.1
36.1,69.5,40,3.4
38.78,73.48,10,3.8
26.1,93.3,40,2.9
39.11,73.24,350,4.5
35.5,74.8,94,4.5
35.5,74.7,10,4.2
35.5,74.8,10,4
35.5,74.8,63,5.4
35.5,75,10,3.6
35.5,75.1,36,4.6
35.5,74.9,10,5.5
35.5,74.7,10,4.7
6.8,94.6,103,5
35.7,77.3,10,4.6
26.6,95,22,3.1
26.7,93.8,23,3.5
0.9,92.9,10,4.8
19,87.4,10,4
39.5,71,220,4.4
39.7,95.7,10,4.5
23.1,96,10,3.8
25.5,91.3,10,3.5
26.6,88.8,32,3.2
36.7,71.3,220,4.2
7,92.4,10,5
20,72.7,10,2.3
35.8,69,187,4.6
24.9,94.2,36,3.3
32.9,76,5,2.8
24.1,93.7,66,3.1
33.2,69.6,10,4.6
36.3,71.2,91,4.5
36.5,70.5,190,6.3
36.5,68.5,10,4.5
28.1,87.9,108,4.7
34.7,79.7,67,4.6
36.8,74.6,169,4.6
31.8,86.8,471,4.6
36.6,70.5,290,4.5
37.7,71.8,280,4.2
26.92,92.56,82,2.7
33.4,71.6,76,4.7
37.7,75.8,158,4.7
37.6,75.5,100,4.2
35.6,70.5,10,4.4
32.3,76.3,10,3
25,95.2,60,3.8
36.5,70.7,37,3.9
24.1,93.8,10,3.5
33.4,71.7,200,4.2
26.9,85.9,96,4
25.2,94.8,94,3.9
37.6,72.6,150,4.1
34.6,75.1,72,3.3
20,72.8,10,3.9
23,94.3,50,3.3
20,72.7,10,3.4
30.5,79.6,14,4.4
20,72.9,4,3.2
27.77,85.52,143,4.6
36.8,78.8,30,4.4
39.88,77.94,10,4.6
36.55,71.32,206,4.2
33.5,74,42,3.3
36.36,71.54,237,4.4
37,72.3,22,4.3
36.1,69,10,4.1
12.6,94.9,10,4.1
28.3,87.5,101,3.9
36.1,70.7,63,4.3
32,75.6,11,2.6
36.2,77.7,167,4.4
36.4,71.2,170,4.1
30.5,79.3,5,3.2
26.94,67.34,10,4.7
28.6,76.7,10,2
35,77.6,10,2.6
36.5,71.3,184,4.5
29.91,80.46,10,2.7
25.7,95.1,75,3.8
35.9,68.4,36,4.6
38.9,71.1,33,4.4
23.5,94.1,10,3.1
37.2,72.1,235,3.4
37.3,71.8,192,4.6
36.4,70.8,115,5.1
0.8,98.3,35,5
36.4,70.9,280,4.5
32.7,76.2,5,3.2
36.9,67.1,37,4.7
24.9,92.4,10,2.6
8.4,94.6,176,4.8
37,70.7,250,4.1
23.1,93.7,12,4.5
24.6,94.2,57,2.9
36.7,71.4,250,4.4
36.7,73.8,58,4
13.7,93.2,10,4.6
25.5,67.8,120,4.5
28.4,76.7,12,2.1
36,77.8,140,4.4
24,94,128,3.5
23.2,95.9,10,5.5
37.5,71.8,72,4.1
30.3,84.4,10,4.6
27.7,85.8,122,4.5
14.5,92.8,10,4.4
28.1,87.8,20,4.4
36.1,70.9,109,4.4
19.1,94.9,10,5.5
19,94.9,10,4.6
24.1,94.3,10,4.2
34.5,73.2,10,4.1
24.5,92.4,10,3.2
28.3,94.5,10,3.1
36.6,71,99,4.8
25.7,93.3,5,3.8
2,92.9,10,5.1
37.3,72.7,456,4.2
30.4,79.3,10,3.4
37,72,10,4.9
19.9,72.8,10,3.3
32.9,91.9,10,4.2
25.4,94.5,20,3
16.9,95.2,10,4.2
25,94,25,3.7
36.3,71.8,235,4.4
26,91.2,17,4.3
20,72.8,10,3.5
37.5,72.3,135,4.9
37.3,71.7,10,4
38.1,74,185,4
35.3,73.2,10,4
24.4,94.1,45,3.1
19.9,72.9,10,4
26.4,92.7,30,3.8
29.4,81.2,33,5
20,72.8,5,2.9
23.6,70.3,10,4
26.7,92.7,48,2.8
11.4,92.9,10,4.8
26.7,94.1,10,2.2
38.2,69,10,4.1
7,94.5,10,4.6
29,76.9,6,2.7
7.2,94.4,10,5.1
38,68.8,10,5.1
24.9,94.2,38,3.3
31,69.9,24,3.4
26.5,92.7,25,3.8
37.2,74.3,25,4.5
36.6,71.1,237,4.2
27.2,95.3,10,2.6
27.1,91.4,21,2.7
7.2,94.9,123,5
26,91.9,10,2.4
36.3,71.6,80,5.1
26.2,93.4,48,4.6
36.5,70.9,226,4.1
32.6,75.8,10,2.4
25.8,90.2,20,3.2
32.6,75.9,10,2.3
0.97,97.5,35,4.9
29.9,80.2,10,4.5
38.5,75.8,33,3.8
32.9,73.5,10,3.8
36.6,71.2,10,4.3
24.9,92.7,20,3.3
26.4,95.5,33,3.5
37.7,72.3,35,3.9
28.1,95.5,15,3.1
28.8,77.4,7,2.7
36.2,66.7,40,4.7
36.5,70.1,200,5.1
24.3,93.5,13,3.4
35.8,76.9,10,3.9
36.5,70.9,165,4.5
20,73,10,2.9
26.4,93.3,24,3.2
36.5,70.4,195,4
28.4,83.3,116,4.2
35.9,69.5,100,4.4
31.5,77,10,3.4
27.6,90.4,10,3.3
36.4,70.4,33,3.6
37.1,71.5,33,3.7
24.2,90,39,3.8
37,72.2,10,4.5
36.8,75.5,17,4.6
20.3,71.9,20,3.5
32.7,76.4,5,3.4
28.5,88.7,16,3.8
9.3,83.8,10,4.4
29.6,82,10,3.9
28.9,76.8,7,3.2
27.3,91.5,4,2.6
37.1,72,125,4.7
36.6,71,232,4.3
36.4,70.9,270,4.2
36.5,71.2,212,4.4
30.4,87.6,200,4.4
33.1,73.3,38,3.1
36.4,72.8,92,4.1
20,72.9,5,2.7
20,72.8,10,3.7
36.3,70.3,265,4
36.5,71.2,250,4.5
19.9,72.8,10,2.9
37.7,72.3,230,4
32,77,14,2.2
36.1,78.1,30,4
19.2,95.7,10,4.7
7.9,94.4,180,4.3
27.82,87.98,10,4.1
23.5,94.5,142.6,3.1
26.7,95.1,12,3.7
28.6,76.5,5,3.3
23.2,94.3,150,4.2
33.1,74,10,4
31.1,78.7,10,3
35.2,77.8,10,3.9
27.4,92.4,10,3.1
31.2,77.8,5,3
36.4,70.7,239,4
32.9,73.4,10,3.8
28,73.4,10,4.5
37.3,72,210,4
33.1,74.5,6.8,3.4
22.7,94.5,136,3.3
32.5,73.1,33,4.2
37.5,72.8,35,3.9
33.1,76.1,5,2.6
34.4,72.6,10,4
27.5,91.5,10,4.3
38.1,74.3,35,3.4
37.9,72.8,35,3.9
33,73.6,35,3.5
32.6,76.5,11,2.3
32.6,76.9,8.4,2.4
36.6,71,35,4.7
36.5,76.6,40,3.3
37.2,69.9,37,4
24.9,94,40,4.8
25.2,94.3,29,2.8
37.7,72.5,200,4.3
30.4,79.3,10,3.3
26.5,92.4,21,3.3
11.3,91.5,10,4.8
29.9,81.5,10,4.1
11,91.7,10,4.8
25.9,90.5,5,3.2
28.1,84.6,10,4.3
33.2,73.8,10,3.4
33.1,73.7,10,6
20,72.8,10,2.8
25.9,90.4,10,3.1
19.9,72.7,10,3.4
24.2,93.6,20,4
20,72.8,10,3.2
20,72.8,5,3.5
25.9,90.8,5,3.2
28.3,84.7,10,4.5
29.6,80.7,10,4.3
36.6,70.7,250,5
30.4,79.7,14,3.6
33,76,5,3.2
24.9,94.1,30,3.3
33,76,5,2.7
32.9,76,5,3.2
32.9,76.1,5,5
33,76.1,10,4.9
32.9,76,5,3.8
26.4,92.9,10,3.3
32.9,76.1,10,3.4
26.4,93.3,14,3.5
24.7,92.9,31,3.4
28,75.7,16,3.8
23.8,88.6,33,4.3
27.4,93,27,3.5
22.8,95.5,10,5.6
26,92.4,1,3.5
13.2,93.5,10,5
26.6,96,80,5.1
24.5,92.9,75,3.5
30.8,78.4,5,3.2
26.5,93.1,42,3.7
32.4,76.3,5,2.7
8.9,93.4,10,4.6
23,70.4,10,4
20,73,5,2.5
23.9,93.7,45,4.7
25.5,94.5,58,2.9
27.3,93.4,33,3.6
36.4,70.7,200,5.1
29.72,94.18,82,4.6
34.6,77.8,15,4.2
20,72.8,10,3.2
37,71.6,94,5.5
26.7,92.5,26,3.5
27.4,84.5,39,4.6
36.5,70.1,220,6
26.1,89.9,33,3.4
36.6,71.3,190,5.4
12.3,94.8,10,4.8
24.7,94.3,40,4.1
22.5,88.1,10,3.6
24.6,94.2,54,3.5
14.5,92.9,10,4.6
-9.7963,159.596,14,7
-4.9559,100.738,25,6.9
-20.0508,-178.346,579,7
-19.2918,-172.129,37,7.3
-25.5948,178.278,624.464,6.6
-26.0442,178.381,660,7
-25.9678,178.363,630.379,6.8
7.6712,-82.3396,20,6.7
18.33,-102.913,20,6.8
18.3667,-103.252,26.943,7.6
23.1444,121.307,10,6.9
23.029,121.348,10,6.5
-21.2077,170.239,137,7
-6.2237,146.471,116,7.6
29.7263,102.279,12,6.6
-32.6922,-178.959,30,6.6
17.5978,120.809,33.729,7
-9.0618,-71.1647,622.73,6.5
-14.8628,-70.3081,236,7.2
-54.1325,159.027,10,6.9
-23.6141,-66.7236,220,6.8
11.5538,-86.9919,27,6.6
-22.5732,170.349,10,7
-22.72,170.277,10,6.9
23.3421,121.636,24,6.7
37.7015,141.587,41,7.3
-0.6831,98.6034,28,6.7
-30.0528,-177.74,24,6.6
-23.7852,-179.968,535,6.8
-4.455,-76.9395,110,6.5
-29.535,-176.729,8,6.5
-6.9291,105.251,33,6.6
52.502,-168.08,37,6.5
52.502,-168.08,37,6.5
52.6252,-168.15,19,6.6
52.48,-167.736,33,6.7
52.48,-167.736,33,6.7
52.6563,-167.917,20,6.8
35.1456,31.9095,21,6.6
37.8167,101.299,13,6.6
-7.5924,127.581,165.49,7.3
-7.6033,122.2,14.27,7.3
-4.4898,-76.8461,126,7.5
23.5414,126.48,12,6.6
56.2581,-156.492,51.6,6.9
-21.1704,174.54,535,6.9
-21.1036,174.895,527,7.3
12.1598,-87.8542,21,6.5
16.9502,-99.7877,20,7
-60.3026,-24.9992,6,7.1
-60.1023,-24.4608,7,6.6
-14.892,167.085,93,6.9
-58.3814,-23.3318,16.7,6.9
18.3521,-73.4804,10,7.2
55.2364,-157.707,33.3,6.9
55.2657,-157.68,20.74,6.9
-58.4157,-25.3206,22.79,8.1
-57.5959,-25.1874,47.23,7.5
6.4547,126.742,55.14,7.1
55.4742,-157.917,46.66,8.2
55.3154,-157.829,35,8.2
13.6989,120.713,110,6.7
7.5904,-82.8813,10,6.7
-30.2144,-177.773,25,6.5
-16.4796,-177.356,10,6.5
34.5861,98.2551,10,7.3
0.1684,96.6475,11,6.7
-17.2495,66.3745,10,6.7
38.2296,141.665,43,6.9
-21.6857,-177.064,246,6.5
-18.9204,-176.235,301,6.5
38.4752,141.607,43,7
54.7018,163.208,13.23,6.6
-28.4792,-176.619,24,6.5
-29.7466,-177.224,28.93,8.1
-29.6131,-177.842,43,7.4
-37.596,179.544,10,7.3
37.6856,141.992,43.98,7.1
-23.2787,171.489,10,7.7
-61.8484,-55.559,15,6.9
5.0074,127.517,80,7
51.2407,100.443,10,6.7
-39.3264,-74.9067,10,6.7
37.8973,26.7953,21,7
54.662,-159.675,28.37,7.6
0.9604,-26.8332,10,6.9
-27.9285,-71.3937,16,6.5
-28.013,-71.1958,21,6.8
0.8696,-29.7046,10,6.5
-6.6704,123.493,624,6.9
-4.2791,101.215,26,6.9
-4.3724,101.095,22,6.8
12.0065,124.13,10,6.6
55.1079,-158.477,28,7.8
-7.847,147.755,73,7
-5.6368,110.678,533.76,6.6
15.9163,-95.9533,20,7.4
-33.2938,-177.838,10,7.4
28.9386,128.262,165,6.6
-23.2966,-68.4204,112,6.8
38.1689,-117.85,2.7,6.5
-12.0662,166.648,107,6.6
-6.7762,129.785,96,6.8
34.1818,25.7101,10,6.5
44.4646,-115.118,12.06,6.5
48.9638,157.695,57.8,7.5
45.6161,148.959,143,7
19.4193,-78.756,14.86,7.7
38.4312,39.0609,10,6.7
6.6969,125.174,18,6.8
1.6213,126.416,33,7.1
-21.9449,-179.511,577,6.5
-18.5747,-175.272,10,6.6
6.9098,125.178,10,6.5
6.7567,125.008,15,6.6
-35.4758,-73.163,11,6.7
-3.4528,128.37,12.26,6.5
-20.3641,-178.57,591,6.6
-60.2152,-26.5801,16,6.6
-7.2822,104.791,49,6.9
-34.2364,-72.3102,25,6.8
-16.1985,167.998,181,6.6
-0.5858,128.034,18.98,7.2
-18.2242,120.358,10,6.6
0.5126,126.189,35,6.9
35.7695,-117.599,8,7.1
-6.4078,129.169,212,7.3
-30.6441,-178.1,46,7.3
13.1994,-89.3056,57.92,6.6
-5.8119,-75.2697,122.57,8
-4.051,152.597,10,7.6
-6.9746,146.449,146,7.1
-1.8146,122.58,15.46,6.8
-58.6262,-25.304,38,6.5
-14.7131,-70.1546,267,7
-2.1862,-77.0505,145,7.5
14.6802,-92.4527,66,6.7
-43.1219,42.3568,13,6.7
-30.0404,-71.3815,63,6.7
-13.336,166.875,35,6.6
2.258,126.758,43.21,6.6
-8.144,-71.587,570.41,6.8
5.8983,126.921,60.21,7
55.0999,164.699,16.56,7.3
-58.5446,-26.3856,133,7.1
-22.0629,169.733,10,6.6
-21.9496,169.427,10,7.5
61.3464,-149.955,46.7,7.1
-17.8735,-178.927,540,6.8
71.6312,-11.2431,10,6.7
37.5203,20.5565,14,6.8
49.297,-129.724,10,6.5
49.3346,-129.289,10,6.8
49.2586,-129.412,10,6.5
-21.7427,169.522,17,6.5
52.8549,153.243,461,6.7
49.2902,156.297,20,6.5
-5.7012,151.205,39,7
-18.3604,-178.063,550,6.7
-0.2559,119.846,20,7.5
-25.415,178.199,576,6.5
-31.7447,-179.373,115,6.9
-10.0207,161.503,68,6.5
-18.4743,179.35,670.81,7.9
42.6861,141.929,35,6.6
-22.0295,170.126,21.43,7.1
-11.0355,-70.8284,630,7.1
-16.0315,168.143,9,6.5
10.7731,-62.9019,146.82,7.3
-8.319,116.627,21,6.9
-18.1125,-178.153,600,8.2
-7.3718,119.802,529,6.5
51.4234,-178.026,33.93,6.5
-8.2581,116.438,34,6.9
19.3182,-155,5.81,6.9
-20.6588,-63.0058,559,6.8
-5.5321,151.5,35,6.9
-5.5024,151.402,40,6.7
-4.3762,153.2,22.86,6.8
-6.3043,142.612,20.49,6.7
-6.0699,142.754,25.21,7.5
16.3855,-97.9787,22,7.2
56.0039,-149.166,14.06,7.9
-15.7675,-74.7092,39,7.1
17.4825,-83.52,19,7.5
-7.4921,108.174,90,6.5
-54.2189,2.1628,17,6.5
-21.3246,168.671,10,7
-21.5027,168.598,13,6.6
9.5147,-84.4865,19.36,6.5
34.9109,45.9592,19,7.3
-4.2433,143.485,110.57,6.5
-15.3197,-173.168,10,6.8
-21.6484,168.859,22,6.6
-21.6971,169.148,24,6.7
-7.2168,123.074,553.81,6.7
52.3909,176.769,119,6.5
18.5499,-98.4887,48,7.1
15.0222,-93.8993,47.39,8.2
33.1926,103.855,9,6.5
36.9293,27.4139,7,6.6
54.4434,168.857,10,7.7
-49.4837,164.016,10,6.6
11.1269,124.629,9,6.5
13.7174,-90.9718,38.12,6.8
14.9091,-92.0092,93,6.9
54.0312,170.92,5,6.8
-1.2923,120.431,12,6.6
-56.414,-25.7432,15,6.5
-14.5884,167.377,169,6.8
5.5043,125.066,26,6.9
-33.0375,-72.0617,28,6.9
-22.6784,25.1558,29,6.5
56.9401,162.786,17,6.6
-23.2593,-178.804,414.5,6.9
-19.2814,-63.9047,595.98,6.5
9.9071,125.452,15,6.5
-6.2464,155.172,135,7.9
-10.3506,161.335,36,6.5
4.4782,122.617,627.17,7.3
-19.3733,176.052,12,6.9
-43.4064,-73.9413,38,7.6
-7.5082,127.921,152,6.7
-4.5049,153.522,94.54,7.9
-10.749,161.132,19.73,6.9
-10.8416,161.314,12.26,6.5
-10.6812,161.327,40,7.8
40.4535,-126.194,8.45,6.6
5.2834,96.1678,13,6.5
39.2732,73.9776,17,6.6
11.9097,-88.8968,10,6.9
37.3931,141.387,9,6.9
-42.6058,173.254,9,6.5
-42.3205,173.669,10,6.5
-42.7373,173.054,15.11,7.8
42.8621,13.0961,8,6.6
-4.8626,108.163,614,6.6
-6.0033,148.887,42,6.8
-19.7819,-178.244,596.4,6.9
-37.3586,179.146,19,7
-3.6849,152.792,476,6.8
20.9228,94.569,82,6.8
-22.4765,173.117,16.37,7.2
18.5429,145.507,196,7.7
-2.0967,100.665,50,6.6
-56.2409,-26.9353,78,7.2
-21.9724,-178.204,405.69,6.9
0.4947,-79.616,29.95,6.9
0.4261,-79.7899,16,6.7
-16.0429,167.379,24,7
0.3819,-79.9218,20.59,7.8
32.7906,130.754,10,7
23.0944,94.8654,136,6.9
36.4725,71.1311,212,6.6
-13.9805,166.594,27.59,6.7
-14.0683,166.624,24,6.7
-14.3235,166.855,26,6.9
-4.9521,94.3299,24,7.8
53.9776,158.546,177,7.2
59.6204,-153.339,125.6,7.1
18.8239,-106.934,10,6.6
41.9723,142.781,46,6.7
3.8965,126.862,13,6.5
24.8036,93.6505,55,6.7
15.8015,-93.633,85,6.6
-4.1064,129.508,21,6.9
38.2107,72.7797,22,7.2
-9.1825,-71.2574,602.75,6.7
-10.0598,-71.0184,620.56,7.6
-10.5372,-70.9437,606.21,7.6
-8.8994,158.422,12.59,6.8
38.67,20.6,11,6.5
31.0009,128.873,12,6.7
-29.5097,-72.0585,10,6.9
-29.5067,-72.0068,12,6.9
6.8431,94.648,10,6.6
-30.8796,-71.4519,46,6.8
-8.3381,124.875,20,6.5
36.5244,70.3676,231,7.5
-14.8595,167.303,135,7.1
-0.6212,131.262,18,6.6
-31.7275,-71.3792,35,6.6
-31.5173,-71.804,23,6.7
-31.4244,-71.6876,27,6.5
-31.5622,-71.4262,28.41,7
-31.5729,-71.6744,22.44,8.3
24.913,-109.623,10,6.7
-9.3293,157.877,6.43,6.5
-9.3438,158.053,22,6.6
