lat,long,depth,xm
38.3,45.1,21,4.8
39.2,24,20,4.9
36.5,23,10,4.3
35.79,28.56,10,5.2
38.9,23.5,10,4.7
32.4,25.21,5,5
35.5,28,15,5.3
38.5,23,20,4.9
39.5,23,16,4.4
34.57,26.47,61,5.4
39.4,23.1,10,4.7
35.43,27.68,47,5.5
35.3,27.2,10,4.3
35.3,27.11,66,5.6
32.5,35.9,30,5.6
35.47,27.74,40,5.4
38.2,23.8,15,4.8
34.41,47.67,42,7.1
39.49,25.49,10,5.6
35.4,24.5,15,4.9
36.34,27.85,120,5.4
36.22,31.44,70,4.4
34.9,27.29,40,5.3
36.76,26.55,10,4.9
35.67,44.73,10,5.5
43.14,47.77,5,5.6
41.22,43.92,15,4.9
36.8,26.76,160,5.3
41.32,43.96,30,4.7
41.39,44.29,30,4.8
41.48,44.07,10,5.3
35.4,24.5,35,4.4
36.29,27.32,100,5.5
35.54,23.58,38,4.9
40.72,23.39,19,5.6
38.8,44.6,10,4.7
34.15,47.74,33,5.8
34.38,47.83,33,6.7
34.3,25.7,15,4.4
35,26,12,4.3
41.2,44,5,4.7
34.5,23,15,4.8
33.8,47.5,5,5
36.4,27.01,140,5.2
36.56,26.72,40,5.4
35,25.6,18,4.7
34.5,47,5,5.2
33.6,46.2,33,5.6
41.6,45.9,19,4.8
36.56,28.16,50,4.7
35.26,29.04,80,5.2
35.8,24.2,14,4.3
34.58,31.95,80,5.5
37.3,23.5,10,4.4
37.3,23.5,8,4.4
36.57,26.8,160,4.9
36.22,26.68,100,4.9
40.17,23.44,97,5.2
35.11,24.65,23,6.1
35.28,24.54,73,4.8
41.89,41.9,30,5.5
36.74,26.67,70,4.9
35.67,23.57,37,5.2
35.5,23.5,11,4.9
34.78,32.51,60,5.8
36.03,26.28,80,5.3
35.38,27.99,80,4.4
35.03,25.76,55,5.6
44,39.4,6,4.7
35.74,30.08,100,5.3
36.8,26,80,4.9
38.89,26.65,10,5.5
36.05,23.54,16,4.7
35.3,23.3,6,4.3
41.24,43.96,60,5.9
41.23,43.74,13,4.9
41.51,44.2,30,5.2
35.16,25.95,83,5.3
44.6,27,60,4.7
36.6,28.7,5,4.3
35.3,23,15,5.3
40.5,26.5,10,4.4
36.64,41.27,10,4.7
42.9,47.8,8,4.8
35.1,26.9,15,4.7
35.71,26.78,100,4.3
38.5,25.37,50,5.2
34.51,26.45,46,5.5
35.98,26.34,100,4.9
36.8,27.5,20,4.9
36.95,26.83,20,4.8
37.2,26.7,5,4.4
36,34,60,4.7
34.2,25.4,15,4.7
42.36,28.02,80,4.7
34.42,26.21,52,4.8
40.61,23.45,24,5.3
40.52,23.61,30,4.6
35.42,27.2,63,4.9
34.58,26.19,50,5.3
35.42,27.2,63,4.4
34.39,26.23,92,4.8
34.6,26.5,15,4.7
34.58,26.23,17,5.4
35.58,28.49,40,5.4
35.3,24.9,50,4.7
35.38,25.97,77,5.3
36.1,26.1,15,4.7
35.17,27.83,199,4.9
36.11,31.09,80,4.9
35.42,26.14,80,5.6
36.73,27.22,40,5.2
36.6,27.2,15,4.9
36.75,27.07,80,5.3
35.1,27.2,25,4.8
36.59,27.02,60,5.3
36.56,27,70,5.3
34.57,26.58,25,5.3
36.21,26.43,10,4.9
38.3,44.9,20,4.7
38.8,23.2,7,4.7
36.7,28.49,70,6.3
36.72,26.66,60,4.9
35.1,27.5,38,4.7
34.5,26.2,40,4.7
41.1,46.7,15,4.7
39.26,23.79,38,4.8
34.83,25.16,17,4.7
35.4,26.8,15,4.7
36,26,10,4.9
35.67,23.41,60,5.3
35.5,26.5,5,4.4
39.1,23.7,13,4.7
38.5,23.5,12,4.8
34.98,33.83,33,6
34.3,47.9,59,4.9
35.4,24.1,60,4.9
39.99,26.1,80,5.4
41.11,44.18,20,5.3
34.56,25.6,51,4.9
36.42,23.44,75,5.2
38.2,23,12,4.4
35,25.1,6,4.7
38.5,23.8,8,4.7
34.41,25.16,47,5.2
34.7,25.5,20,4.8
36.15,27.23,140,5.4
40.75,28.84,10,4.6
36.09,26.88,50,5.6
36.03,26.87,50,5.8
35.23,24.12,79,4.9
39.2,24.1,7,4.4
38.42,25.92,10,5.2
36.19,41.41,20,4.7
35.73,30.34,100,4.7
34.74,26.62,45,5.3
40.41,25.4,10,4.8
41.9,24.3,14,4.7
38.2,23.2,7,4.3
33.52,27.55,11,5.5
33.53,47.16,56,5.4
35.22,27.97,65,4.9
34.5,24.5,15,4.8
36.1,24,100,5.2
34.96,25.18,39,5.5
34.44,47.8,40,6
40.29,26.15,50,5.3
35.88,44.36,70,5.4
35.1,25.2,3,4.7
41.37,38.75,60,5.5
36.01,29.1,80,4.3
36.48,27.88,80,4.9
39.1,23.5,8,4.8
43.25,41.58,5,6.4
36.3,26.7,15,4.4
36.7,27.3,18,4.7
34.77,32.29,49,5.3
40.84,28.9,10,4.9
36.44,29,60,5
35.02,23.49,58,4.7
34.1,26,30,4.8
36.47,25.75,40,4.7
35.48,29.61,83,5.3
34.6,27.5,15,4.7
35.77,25.85,80,4.4
38.7,45.4,18,4.9
36.51,35.8,81,4.2
40.37,46.1,9,4.6
42.25,23.5,10,4.6
38.1,23.3,33,4.4
37.8,23.7,52,4.8
39.21,23.73,10,5.2
39.09,23.8,41,5.2
38.1,24,33,4.9
39,23.3,16,4.7
39.18,23.7,10,4.7
39.2,23.5,10,4.7
34.58,24.1,41,4.3
43.55,46.15,58,4.7
42.4,44.9,23,4.7
42.06,44.9,63,4.4
42.5,44.9,30,4.5
42.5,44.9,15,4.5
42.6,42,26,4.4
34.9,23.2,30,4.6
34.94,24.02,65,4.8
36.43,28.78,57,4.9
35.04,24.29,64,5.4
39.4,24.9,10,4.2
39.8,25.2,36,5.7
39.8,24.8,10,4.7
42.6,45,15,4.9
39.8,25,10,4.6
39.04,23.71,44,4.7
39.2,24,10,4.4
45,41.3,33,4.4
35.09,24.46,68,4.6
35.46,27.7,61,4.9
34.4,26.2,48,4.5
39.02,23.97,10,4.5
39.14,23.55,15,5.2
39.25,23.72,20,5.8
39.17,23.8,26,4.9
39,24,10,4.4
43.6,46,15,4.5
39.25,23.75,10,4.4
36.28,28.21,82,4.6
36.95,24.29,109,4.5
39.2,23.78,5,4.8
43.03,45.52,13,4.8
36.26,28.26,62,4.7
43.08,45.57,17,4.5
34.6,25.7,62,4.8
34.77,32.35,63,5.1
39,23.8,10,4.2
41.96,23.43,2,4.9
42.4,23,10,4.6
38.5,23.25,10,4.4
41.41,44.27,10,4.5
36.14,30.78,72,4.8
38.05,23.63,155,6
36.13,26.01,99,5.4
34.64,32.25,52,4.8
34.34,45.95,31,4.8
38.5,23.25,10,4.4
34.2,25.6,33,4.6
34.8,25.6,28,4.6
35.28,25.9,64,4.9
34.3,28.5,159,4.5
34.6,28.6,95,4.5
35.55,28.82,35,5.1
35.35,28.58,12,4.9
34.4,28.2,33,4.7
35.75,28.84,51,5
35.28,28.67,55,4.7
35.5,28.76,28,4.7
35,29,10,4.9
35.56,28.84,38,5.4
35.29,28.72,35,5
35.03,45.95,69,5.1
33.8,28.2,10,4.5
35.69,29.07,40,5.3
34.2,32.7,67,5
38.9,23.7,89,4.8
34.51,23.26,49,5.1
41.2,45.8,14,4.4
34.7,24.6,9,4.5
35.2,28.6,43,4.4
34.7,46,147,4.6
35.02,25.43,18,5.1
35.11,24.13,27,4.9
35.43,45.51,33,5.1
34.2,25,37,4.5
34.4,25.4,51,5.4
36.46,34.8,41,4.8
34.87,26.06,28,4.5
37.75,23,10,4.1
35.6,28.7,74,4.1
42,41,30,4.7
35.76,25.51,89,5.2
36.46,26.1,59,5.3
36.5,26.85,35,4.9
36,27.4,63,4.5
34.58,27.83,29,4.9
43,47.2,12,4.8
34.56,32.84,20,5.1
42.5,23.1,77,4.6
34.91,27.6,25,4.9
35.41,27.04,71,5
41.2,47.8,9,5.3
37.66,47.09,45,5.3
38.4,45.7,30,4.4
38,23,10,5.7
39.26,23.84,18,5
39.17,23.96,13,4.7
39.19,23.87,7,4.8
38.5,23.3,10,4.4
39.12,23.86,19,5.3
39,24,10,5
39,24,10,4.4
38.9,24.3,75,4.3
39.28,23.93,33,5.4
38.94,24.1,24,4.5
38.9,24.1,10,5.5
39.34,23.82,18,6.3
39.35,23.94,37,4.9
39.08,23.77,18,5.3
39.19,23.76,10,4.8
39.14,23.9,18,4.8
39.13,23.97,33,4.7
39,24,10,4.7
39.1,24.1,10,4.1
39.03,23.68,33,5.4
39.11,23.97,11,5
39.3,23.1,65,4.8
39.16,24,33,5
34.64,32.3,52,4.8
41.5,23.1,12,4.6
39.13,23.84,5,4.8
39.2,24.1,33,4.8
35.95,35.77,40,4.4
42.54,32.65,32,4.6
37.7,23.8,10,4.6
35,24.4,44,4.3
35.06,24.31,39,6.1
36.8,26.5,33,4.8
34.9,24.37,55,4.9
34.56,28.36,33,4.8
35.65,23.53,37,5.9
37.14,26.89,8,5
37.18,26.91,15,4.9
35.61,23.52,56,4.8
35.64,24.91,10,4.8
36.74,26.86,162,4.6
34.35,47.5,43,4.6
43.8,30,10,4.4
39.9,48,10,4.4
35.26,27.85,41,4.9
39.28,24.1,33,4.9
35.44,44.6,67,5
39.72,23.21,33,5.1
35.47,23.4,53,4.3
34.03,33.7,33,4.9
36.44,26.64,142,4.7
42.87,46.48,62,4.8
34.2,26.23,33,4.8
34.73,25.64,61,4.8
34.5,29,30,4.5
34.73,23.3,7,4.7
35.3,26.5,52,4.7
40.2,26.2,10,4.7
40.51,26.17,33,5.6
40.39,26.2,18,4.5
35.67,23.5,54,5
34.72,25.08,10,5.1
39.1,23.9,33,4.6
40.2,26.2,10,4.4
40.2,26.2,10,4.6
39,24.25,10,4.4
42.88,46.35,87,4.4
35,25.5,30,4.3
34.54,26.58,47,4.8
39.1,23,10,4.8
39.48,25.32,5,5.2
36,27,10,4.5
37.3,27,33,4.6
34.1,26.4,33,4.1
35.52,29.25,37,4.8
36.12,27.43,73,5.7
34.26,26.25,12,4.9
35.6,27.5,10,4.9
36.25,27,10,4.7
34.9,46,87,4.4
42.78,46.08,86,5.3
35,23,30,4.5
36.9,23.2,10,5.4
40.01,24.8,42,4.9
40.21,24.82,33,5.9
39.84,25,41,4.9
37.67,23.18,12,5.3
34.72,27,22,4.5
34.72,27,22,4.7
36.72,23.09,37,4.9
35.61,25.8,47,4.8
33.19,26.09,33,4.9
35.12,23.49,60,4.7
34.92,46.11,86,4.8
34.37,23.94,33,4.9
41.08,24.97,21,4.9
36.23,28.11,79,4.8
34.96,27.11,43,4.9
42.9,45.7,66,5.2
43.03,45.71,16,5.2
42.85,45.66,66,4.6
42.97,45.9,36,4.8
34.4,24.23,30,5.3
37,26.9,5,4.5
37,26.9,5,4.3
37,26.9,5,4.3
37,26.9,5,4.5
37,26.9,5,4.4
37,26.8,33,4.7
36.8,26.7,26,4.3
35.81,30.99,50,4.7
35.61,27.08,33,4.8
36.8,28.5,5,4.8
34.55,23.86,14,4.9
43.03,45.73,14,4.9
34.49,25.69,51,5.3
42.21,35.6,12,4.5
34.31,26.44,43,5
34.43,26.44,13,5.9
36.5,27.4,94,4.3
34.38,26.51,64,4.5
34.37,26.42,39,4.9
34.3,26.4,6,4.9
34.39,26.36,50,4.7
38.56,25.82,33,4.7
34.47,26.47,37,4.9
34.5,26.5,21,4.7
35.17,27.16,34,4.8
34.48,26.46,41,4.9
34.87,24.62,43,4.9
34.3,26.44,45,4.5
34,24.1,33,5.4
38.54,26.9,5,4.4
36.1,26.5,5,4.3
44.7,37.3,22,5.8
42.77,46.5,66,4.6
35.9,26.9,5,4.5
39.35,25.1,33,4.8
36.66,26.63,158,4.7
36.53,26.9,146,4.6
34.64,24.32,35,4.6
38.3,45.52,35,5.2
39.83,23.92,35,4.9
36.98,24.16,42,4.9
36.14,27.83,7,4.6
41.96,23.09,13,4.9
35.06,26.87,44,4.7
34.74,27.54,64,5
42.79,45.92,39,4.7
35.03,23.46,17,5.6
35.1,26.92,33,5
36.9,23.02,33,4.6
35.18,28.2,61,4.8
36.1,30.7,74,4.6
36.2,26.8,5,4.4
34.09,45.67,39,5.9
41.09,44.31,11,5.4
34.55,47.59,51,5.2
34.68,24.74,48,4.7
44.86,26.69,32,4.8
38.99,24.8,15,5.1
39.25,24.6,60,6.5
38.9,24.95,33,5.6
41.93,46.49,31,5
35.89,44.88,43,5.2
38.44,25.42,29,4.8
35.37,27.82,30,4.5
35.59,23.56,73,5
40.32,26.2,32,4.7
34.5,32.84,41,4.9
33.75,44.43,38,4.4
42.56,36.1,43,4.8
39.8,25.3,10,4.3
34.4,26.89,64,4.5
34.53,26.64,35,5.2
38.7,26.1,5,3.9
34.17,28.67,35,4.7
43.5,47.5,30,5
34.5,26.01,30,4.5
34.78,26.68,52,4.8
37,26.9,5,3.9
34.49,26.83,49,4.8
41.96,45.3,33,4.7
34.09,32.43,52,5
41.75,45.26,39,4.5
41.6,43.93,20,4.8
36.8,26.9,5,4.3
36.2,31.3,69,4.5
34,25.1,30,4.4
35,46.3,108,4.9
34.4,34.2,155,4.6
41.9,25,53,4.5
34.4,26.7,49,4.3
40.6,27.62,4,4.5
36.73,26.72,169,4.8
38.33,24.14,46,4.5
35.06,23.09,20,5.1
34.42,26.5,49,4.9
36.07,27.12,34,4.8
34.34,46.18,86,5.2
35.32,27.62,41,4.8
35.22,23.1,40,4.5
35.25,23.05,34,4.9
36.53,26.85,137,4.9
34.74,24.61,45,4.9
34.49,26.27,57,4.7
33.46,46.95,49,4.9
34.77,24.79,55,4.2
33.8,46.8,51,5.2
33.8,46.83,51,5.2
36.65,26.74,153,5.3
36.25,31.54,78,4
39.55,25.3,33,4.9
40,24.9,186,4.4
39.5,25.2,10,4.8
39.62,25.5,33,4.9
39.36,24.7,33,4.9
39.4,24.94,7,7.1
39.25,25.05,33,5.1
36.15,27.39,64,5.3
36.2,27.1,64,5
39.35,24.95,33,5
39.41,24.88,33,4.8
40.5,25.9,33,4.4
39.3,25.5,32,4.5
39.78,25.4,10,4.5
39.3,24.9,33,4.7
39.56,25.45,8,5.3
39.4,25.6,46,4.8
39.73,25.37,37,5.2
39.5,25.75,10,4.5
39.61,25.3,33,4.9
39.2,25.5,10,4.5
39.3,25,6,4.5
39.56,24.97,2,4.7
35.29,29,90,4.6
39.39,25.02,19,4.9
39.66,25.72,6,4.8
39.39,24.79,5,4.4
39.61,25.51,35,4.9
39.59,25.51,36,4.8
39.12,24.32,18,4.5
39.5,26,33,4.8
39.1,26.4,5,3.9
39.53,25.9,5,3.9
35.4,27.9,10,4.6
39.34,25.04,33,4.8
35.21,25.74,88,4.5
39.05,24.5,30,4.7
39.13,24.23,33,5.3
39.1,24.36,33,4.8
39.5,25.56,33,5
39.38,24.94,43,4.9
39.76,25.49,19,4.7
39.77,25.56,28,4.2
39.76,25.48,33,5.3
39.78,25.64,33,4.9
34.08,35.47,37,5.1
39.57,25.46,36,4.3
34.7,28,30,5.4
39.78,25.44,6,4.3
34.02,26.2,44,4.6
38.64,23.83,5,4.4
39.9,25.4,26,4.4
39.7,25.54,10,4.3
39.76,25.55,18,4.7
38.6,24.4,33,4.4
36.3,25.7,49,4.9
39.68,25.5,9,4.5
39.71,25.49,10,4.3
39.3,25.01,22,4.5
39.33,24.88,20,5.5
39.24,44.23,17,5.6
43.5,40.6,15,5.4
44.99,38.12,33,4.8
38.78,23.57,10,4.5
35.45,27.88,27,5.9
35.38,27.97,26,4.5
35.4,28.13,30,4.1
35.4,27.95,30,4.4
39.24,46.23,28,4.2
39.22,46.2,11,5.3
35.3,27.89,16,4.9
37.95,23.45,172,4.4
41.31,44.1,34,4.6
34.34,25.22,40,4.4
35,25.4,30,4.2
35.42,27.87,49,4.6
35.42,27.87,49,4.7
37.76,23.23,20,5.5
34.39,25.2,59,4.5
34.29,25.2,57,4.5
34.47,25.08,38,5.6
34.39,25.1,49,4.9
35.56,28.05,30,4.5
35,28.5,30,4.9
44.82,34.3,33,4.4
37.71,23.38,41,4.7
35.43,27.92,29,5.3
35.1,27.9,30,4.5
35.4,28.2,30,4.5
35.54,28,49,5.2
35.36,27.77,42,4.8
39.1,24.4,10,4.4
37,43.13,42,5.3
43.61,44.22,47,4.5
35.18,26.7,48,5.4
33.74,25.68,20,4.9
33.74,25.68,33,5.2
34.82,26.51,87,4.3
39.26,46.23,6,5.3
35.4,27.6,85,4.6
34.61,25.37,36,4.6
41.77,32.08,55,4.5
36.3,26.7,5,4.7
34.7,25.05,17,5.1
39.3,46.3,44,4.5
35.34,31.24,24,4.7
35.3,27.9,30,4.5
34.74,25.01,30,4.9
35.17,31.1,23,4.8
36.49,40.68,49,4.7
34.7,25.1,67,4.4
35.41,28.11,39,4.7
35.53,28.17,30,4.5
41.75,32.1,38,4.1
40.49,26.38,28,4.7
34.6,27.4,30,4.4
36.96,26.38,17,5
36.54,25.87,33,4.5
35.24,23.4,6,5.1
35.25,23.35,5,5.1
36.2,26.8,5,4.4
36.2,27.1,30,4.5
38.96,25.88,33,4.6
38.89,25.82,4,4.8
36.5,27.5,5,4.3
36.5,27.4,5,4.3
36.62,27.01,2,5.6
36.44,26.98,35,4.9
39.68,25.45,10,4.3
35.13,32.73,65,5.1
39,23.44,23,4.4
39.74,25.64,10,4.2
34.55,23.86,30,4.5
34.44,23.77,5,5.3
36.61,27.1,33,4.8
36.61,27.15,23,5.1
36.64,27.16,24,5
36.74,27.11,26,5.1
36.6,27.18,5,3.9
38.88,25.8,10,4.4
36.2,27.3,41,4.3
36.71,27.2,58,4.2
36.67,27.1,5,4
36.5,27.02,32,5
36.48,27.03,36,4.5
36.34,26.98,43,4.5
36.4,27.2,10,4.2
36.6,26.92,31,6.1
36.52,27.12,44,4.8
36.2,27,5,4.3
36.56,27.4,30,4.3
36.6,27.3,30,4.3
36.6,27.07,30,5
36.75,27.25,5,3.9
34.99,24.31,58,5.3
36.46,23.1,47,4.5
35.28,28.18,48,4.6
44.8,37.1,18,5.1
34.57,24.93,60,4.8
36.11,29.19,22,6
37.8,23.4,5,4
34.29,26.14,31,5.1
38.5,45.3,15,4.7
34.4,24.6,50,4.3
34.11,25.31,26,5
36.66,27.18,33,4.5
38.08,23.08,5,3.9
34.43,24.63,46,4.4
42.2,34,121,4.4
38.55,25.79,6,4.7
35.09,27.7,37,4.4
35.26,27.88,15,4.6
34.07,25.29,36,4.2
38.47,26.41,16,5.9
35.23,27.72,58,5.4
35.32,27.77,52,5.4
35.3,27.9,55,5.1
35.13,27.79,47,4.7
35.13,27.96,55,4.7
35.19,27.83,55,5.1
36.22,28.27,5,4.5
39.42,25.09,5,5
34.8,27.6,30,4.5
36.35,28.73,53,5
36.71,28.5,13,4.4
36.54,28.21,33,5
35.05,27.8,36,4.6
35.39,27.73,67,5
35.41,27.68,51,5.4
34.25,26.21,38,4.8
35.17,27.76,53,5
35.21,28.03,81,4.9
35.19,27.81,48,4.8
35.11,27.8,20,4.3
35.12,27.75,48,4.3
35.33,27.72,43,5.4
35.29,27.9,40,4.4
38.9,44.6,57,4.6
35.15,27.74,68,4.7
35.28,27.73,46,5.1
35,24.54,51,4.9
34.23,25.22,63,4.8
34.43,25.04,22,6
34.64,26.37,74,4.3
34.35,25.14,41,5
34.34,25.26,50,4.8
34.34,25.05,21,5.3
34.23,25.11,47,4.9
34.3,25.13,35,4.9
43.27,45.19,25,5.3
34.29,25.23,49,4.9
42.08,25.6,49,4.5
35.98,27.6,48,4.9
35.32,27.89,30,5
35.32,28.1,40,4.8
44.9,37.5,7,4.7
34.71,25.95,18,4.3
34.93,26,60,4.8
35.44,27.71,67,4.3
34.8,46.4,225,4.6
34.65,24.01,5,3.9
40.53,25.97,5,4
34.4,24,5,3.9
34.89,26.55,49,4.5
35.8,27.1,5,4.3
35.11,27.17,43,4.9
35.2,39.15,45,5
36.73,28.35,72,5.3
36.57,28.01,86,4.9
34.3,25.15,29,5.6
34.08,25.09,33,4.7
34.19,25.22,30,4.6
37.42,26.93,5,3.9
36.68,43.64,40,4.2
36.9,27.4,5,4.5
36.4,27.2,5,4.3
33.6,26.7,5,4.3
36.5,27.2,5,4.3
33.2,47.91,77,5.3
36.4,27.1,5,4.3
36,25.5,116,4.1
38.29,23.2,8,4.5
35.13,27.9,30,4.4
36.78,44.9,34,4.7
35.7,35.6,33,4.4
34.85,24.22,35,5.4
35.35,31.28,30,5.3
41.6,43.8,33,4.7
35.12,27.08,51,4.4
36.59,23.46,90,5.3
36.66,28.42,69,4.9
39.37,23.8,6,4.7
40.5,28.4,10,4.7
39.22,23.82,42,4.8
39.13,23.4,10,4.6
34.44,26.11,54,5.3
34.26,26.37,51,4.8
42,36.9,5,3.7
36.9,27.6,68,4.1
41.81,43.35,41,5.4
36.6,28,5,3.7
36.5,25.5,5,4.1
34.97,23.85,72,4.4
38.7,26.7,5,3.7
37.01,27.07,5,3.9
37.21,23.45,105,5
34.49,32.7,17,4.9
34.7,28.6,3,4.2
33.3,24.1,5,4.1
39,24.2,5,4.3
36.68,27.14,10,3.8
36.41,27.12,11,4.4
34.72,26.45,30,4.1
36.7,27.1,5,3.7
36.55,27.26,20,4.7
36.4,27.2,33,4.7
35.05,27.18,3,4.5
35.38,25.27,34,5.1
35.21,25.24,43,4.9
36.37,27.94,102,4.3
38.75,26.2,5,3.5
34.47,26.48,44,5
35.3,25.53,5,4.2
39.1,44.5,5,4.3
38.62,44.8,50,5.5
34.98,25.01,9,4.7
34.42,32.49,38,4.8
34.7,24.66,3,4.2
34.75,25,5,4.1
34.2,33.7,5,4.4
36.5,27.11,5,3.9
34.68,25.07,35,4.8
34.57,26.14,20,5.2
36.4,24.7,5,4
34.2,33.7,5,4
40.74,23.62,5,4.3
40.67,23.45,20,5.2
37.09,26.92,32,4.8
36,27.1,5,4.5
43.14,46.94,27,4.4
42.96,46.8,100,4.1
43.1,44.3,30,4.2
43.06,47.14,10,4.9
43,47,208,4.5
43.1,46.8,166,4.3
43.03,46.7,76,4.1
42.99,47.08,48,4.7
43.5,47.6,30,4.1
42.97,46.86,26,4.7
43.01,47.1,45,4.7
43,47,10,4.8
43.1,47.2,10,4.7
43,46.9,9,5.6
43,47.09,13,6.5
43.13,45.9,30,4.5
43.07,47.4,56,4.5
42.99,47.12,17,5.8
43.08,47.02,33,4.2
43.2,43,30,4.3
43.17,47.35,30,4.6
43.17,46.94,24,5.1
43.02,46,33,4.9
43.12,47.25,31,5
42.95,47.2,42,4.5
43.16,47.09,30,4.8
43.15,47.29,15,4.7
43,46.8,49,4.9
42.98,46.92,11,5.3
43.16,47.06,6,4.7
43.89,47.6,33,4.5
43.07,47.1,33,4.6
43,45.9,160,4.5
41.84,43.43,43,4.4
36.05,25.49,37,4.8
35.94,25.42,29,4.5
43.2,44.5,163,4.3
43.08,47.08,37,4.6
34.3,24.2,51,4.7
43.09,47.3,33,4.4
43.2,47.16,32,4.7
36.16,25.56,63,4.5
43.11,47.18,17,4.6
36.15,25.5,41,4.3
43.22,47.07,3,4.9
36.27,28.19,5,4
43.2,47.03,11,4.6
37.4,26.8,5,3.5
36.6,27.1,5,3.8
35.56,26.11,67,4
38.7,45.1,65,4.6
43.22,47.31,33,4.6
36.2,27.1,30,4.4
43,45.7,148,4.6
35.23,31.29,53,5.1
34.4,35.5,33,4.9
37,28.2,5,4
34.75,23.56,51,4.2
34.23,24,5,3.9
34.59,32.21,49,4.9
34.2,25.9,5,4.3
34.33,26.26,12,5
34.5,23.03,5,3.6
34.17,26.18,42,4.4
34.8,26.7,5,4
33.2,34.4,5,4.1
33.9,47.56,85,5.2
35.04,39,34,5.1
41.57,44.51,60,4.4
35.79,28.07,54,4.5
36.74,45.17,44,5.6
36.1,27.7,5,4
35.6,23.05,5,3.8
43.95,38.7,30,4.4
35.99,28.24,35,5.2
37,27,5,3.6
34.96,23.15,38,4.3
34.94,23.39,5,3.6
39.12,24.43,5,4.1
36.1,27.9,5,3.9
34.5,24.05,47,4.9
34.12,26,33,4.3
43.84,39.34,7,5.1
34.2,33.7,5,4
35.95,28.2,33,4.3
35.92,28.21,28,4.9
41.51,44.2,18,4.9
36.03,28.34,26,4.5
35.98,28.25,16,4.3
35.05,23.36,49,5
35.05,23.32,36,4.8
36.05,28.34,36,4.3
34.57,25.57,58,4.1
35.12,23.17,42,4.8
34.63,26.32,47,5.5
34.8,23,5,3.7
35.05,26.91,63,4.3
34.7,23.8,5,3.8
34.43,26.53,36,4.4
36.63,26.89,157,4.7
40.6,24,7,3.7
34.3,24.06,34,5.2
35.02,46.91,53,5.3
36.95,26.66,5,3.6
36.6,27.3,5,3.9
43.93,39.2,6,5.1
34.91,47.01,51,4.9
36.6,27,5,3.8
35.2,27.26,52,4
36.06,28.29,25,4.6
38.34,47.12,59,4.6
39.06,24.24,4,3.8
36.1,27.02,5,4
38,27,5,3.6
37.29,24.14,41,5
36.32,26.98,141,4.8
35.39,23.2,79,4.4
39.05,25.25,11,4.3
34.4,24.14,44,4.9
36.5,27.3,5,3.9
35.21,46.54,65,4.4
34.76,24.23,42,4.9
33.64,35.43,8,4.8
38.75,23.19,5,3.6
36.02,27.3,33,4.4
34.41,24.12,53,4.3
40.49,26.45,5,3.9
40.9,27.9,5,3.7
42.92,47.42,33,4.6
36.31,27.06,5,4
36.9,27.7,5,3.8
42.51,43.37,42,4.3
34.93,23.3,5,3.9
38.44,25.9,5,3.5
36.76,27.3,5,3.7
43.6,45.68,33,4.8
34.66,47.2,48,4.4
35.22,28.14,63,4.4
42.54,43.34,34,4.9
36.36,43.46,45,5.3
35.15,27.89,40,4.8
35.12,23.07,39,4.9
37,26.9,97,4
36.76,27.29,5,3.8
35.68,23.14,48,4.3
36.81,23.96,109,5.3
35.7,27.3,5,4
34.28,23.26,5,3.7
41.25,44.9,33,4.9
42.77,45.33,154,4.5
38.66,24,5,3.6
37.02,23.28,60,4.8
44.8,42.1,2,4.8
34.1,26.08,35,4.9
34.16,26.18,17,4.8
34.24,26.06,17,5.3
34.62,25.5,35,4.4
36.63,28.54,61,5.1
34.8,27.34,5,4
34.78,24.34,33,4.2
38.61,23.9,5,4
38.71,23.7,5,3.8
37.07,26.85,26,4.2
38.9,23.6,5,3.8
38.7,23.7,5,3.7
38.64,23.8,5,4.1
39.1,26.2,5,3.5
36.61,27.09,23,5.2
36.29,26.91,5,4.1
35.34,27.81,34,5.1
35,28.4,5,4.2
35.95,29.17,41,4.5
39.75,25.86,24,4.9
39.23,26.45,35,4.7
34.97,23.3,41,4.5
35.31,23.06,45,4.3
38.98,23.61,5,3.6
34.94,23.96,26,4.8
36.76,23.02,44,4.7
35.07,27.85,5,4.3
36.44,27.11,5,3.7
35.18,28.04,62,4.3
35.01,23.61,46,5.2
32.87,46.84,40,5.4
36.38,23.57,81,3.7
34.86,26.99,25,4.4
36.64,27.23,34,5.1
36.64,27.15,16,4.9
36.8,27.3,5,3.7
36.2,26.9,5,4
33.95,47.22,44,4.9
42.91,45.98,58,4.5
36.97,24.08,27,4.8
36.07,23.98,78,4.6
36.6,27.2,5,4.3
37.1,24.17,10,4.2
37.04,23.98,41,4.4
37.03,24.17,25,4.5
34.77,26.24,2,4.2
37.06,24.09,32,4.9
40.4,29,6,4.4
37.5,27.1,5,3.7
36.78,23.11,54,4.5
36.55,26.98,150,4.8
37.89,23.43,142,4.3
34.69,28.94,53,4.7
36.9,27.9,5,3.9
36.62,27.09,18,4.8
36.68,27.36,30,4.2
34.62,24.58,5,4.3
39.5,26.6,5,3.6
40.42,25.59,10,4.2
34.36,24.2,30,4.2
39.45,26.33,25,5.1
39.43,26.36,18,5.3
39.43,26.39,7,3.7
39.39,26.29,21,3.8
34.8,24.66,48,5.4
35.08,23.77,72,4.4
39.47,26.38,12,4.3
35.15,23.56,14,6.3
41.69,23.64,12,5.2
41.48,23.6,51,4.8
